RedFighter,BlueFighter,RedDecimalOdds,BlueDecimalOdds,RedImpliedProb,BlueImpliedProb,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,EmptyArena
Damien Brown,Dong Hyun Ma,2.15,1.7407407407407407,0.447405997144217,0.552594002855783,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Lightweight,MALE,3,0,2,0,34.0,0.543,0.0,1.5,0.415,2,2,10,0,2,Orthodox,180.34,177.8,155,2,0,0,39.2,0.432,0.6,0.6,0.122,2,3,11,0,2,Orthodox,177.8,172.72,155,33,29,0.0
Rob Wilkinson,Israel Adesanya,4.05,1.273972602739726,0.23928984947896564,0.7607101505210343,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Switch,193.04,203.2,185,1,0,0,24.0,0.52,0.0,2.0,0.4,0,1,2,0,0,Orthodox,190.5,203.2,185,25,28,0.0
Alexander Volkanovski,Jeremy Kennedy,1.5,2.7,0.6428571428571429,0.35714285714285715,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Featherweight,MALE,3,0,3,0,38.0,0.477,0.0,7.0,0.6,3,0,9,0,3,Orthodox,180.34,180.34,145,0,3,0,68.3333,0.62,0.0,4.0,0.64,3,0,8,0,3,Orthodox,167.64,180.34,145,29,25,0.0
Jussier Formiga,Ben Nguyen,1.9090909090909092,1.9090909090909092,0.5,0.5,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Flyweight,MALE,3,0,2,0,30.0,0.478,0.8,0.2,0.2,2,1,8,0,4,Switch,165.1,165.1,125,0,1,0,13.8,0.35,0.5,1.3,0.338,3,4,23,0,6,Orthodox,165.1,170.18,125,32,29,0.0
Ross Pearson,Mizuto Hirota,1.625,2.4,0.5962732919254659,0.40372670807453415,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Lightweight,MALE,3,1,0,0,54.2,0.384,0.0,1.8,0.45,1,4,15,0,1,Orthodox,170.18,170.18,155,4,0,0,41.9565,0.421,0.0,0.6522,0.348,3,12,59,1,11,Orthodox,172.72,175.26,155,33,36,0.0
Teruto Ishihara,Jose Quinonez,2.35,1.6451612903225805,0.4117884537747275,0.5882115462252725,2018-02-10,"Perth, Western Australia, Australia", Australia,Blue,False,Bantamweight,MALE,3,0,3,0,38.75,0.485,1.0,2.5,0.553,3,1,10,1,3,Orthodox,172.72,175.26,135,0,1,0,39.0,0.513,0.0,0.3333,0.055,2,3,15,0,3,Southpaw,170.18,175.26,135,26,27,0.0
Luke Jumeau,Daichi Abe,2.4,1.625,0.40372670807453415,0.5962732919254659,2018-02-10,"Perth, Western Australia, Australia", Australia,Red,False,Welterweight,MALE,3,0,1,0,63.0,0.34,0.0,1.0,1.0,1,0,3,0,1,Orthodox,180.34,180.34,170,1,0,0,44.5,0.495,0.0,0.0,0.0,1,1,6,0,1,Orthodox,180.34,182.88,170,29,26,0.0
Lyoto Machida,Eryk Anders,3.05,1.4081632653061225,0.3158617532616159,0.6841382467383841,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Middleweight,MALE,5,0,2,0,51.0,0.675,0.0,1.5,0.5,2,0,4,0,2,Southpaw,185.42,190.5,185,3,0,0,29.2273,0.523,0.3636,0.6364,0.28,8,8,56,5,14,Southpaw,185.42,187.96,185,39,30,0.0
Valentina Shevchenko,Priscila Cachoeira,1.0909090909090908,8.0,0.8800000000000001,0.12000000000000002,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,170.18,165.1,125,1,0,0,46.4,0.546,0.2,2.0,0.572,2,2,18,1,3,Southpaw,165.1,167.64,125,29,29,0.0
Michel Prazeres,Desmond Green,1.8333333333333335,2.0,0.5217391304347826,0.4782608695652174,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Lightweight,MALE,3,1,0,0,52.0,0.435,0.0,1.0,0.5,1,1,6,0,1,Southpaw,177.8,185.42,155,0,5,0,33.5556,0.491,0.3333,3.8889,0.434,5,2,25,0,7,Orthodox,167.64,170.18,170,36,28,0.0
Tim Johnson,Marcelo Golm,2.5,1.5882352941176472,0.38848920863309355,0.6115107913669064,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Heavyweight,MALE,3,0,1,0,35.0,0.64,1.0,1.0,1.0,1,0,1,0,1,Orthodox,190.5,190.5,249,1,0,0,34.5,0.432,0.0,1.0,0.262,1,3,14,0,3,Southpaw,190.5,195.58,265,32,25,0.0
Douglas Silva de Andrade,Marlon Vera,2.65,1.526315789473684,0.36546943919344677,0.6345305608065531,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Bantamweight,MALE,3,1,0,0,32.8571,0.429,1.1429,0.4286,0.213,3,3,18,0,4,Switch,172.72,177.8,135,1,0,0,41.5,0.328,0.0,0.75,0.5,2,2,11,0,2,Orthodox,170.18,172.72,135,32,25,0.0
Thiago Santos,Anthony Smith,1.392156862745098,3.15,0.6935031297215627,0.30649687027843725,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,3,0,37.8333,0.443,0.3333,0.3333,0.067,3,2,15,0,4,Orthodox,193.04,193.04,205,0,3,0,22.0,0.422,0.0,0.1667,0.083,4,4,18,0,8,Orthodox,187.96,193.04,205,34,29,0.0
Sergio Moraes,Tim Means,2.73,1.4878048780487805,0.35274388480888225,0.6472561151911178,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Welterweight,MALE,3,1,0,0,45.25,0.496,0.125,0.5,0.219,4,7,37,0,9,Orthodox,187.96,190.5,170,1,0,0,28.2222,0.469,0.3333,0.8889,0.261,4,3,23,1,6,Orthodox,182.88,182.88,170,35,33,0.0
Alan Patrick,Damir Hadzovic,1.4166666666666667,3.0,0.6792452830188679,0.32075471698113206,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,1,0,12.5,0.355,0.0,0.0,0.0,1,1,4,0,1,Orthodox,175.26,177.8,155,0,2,0,21.0,0.48,0.4,2.6,0.402,2,1,12,0,4,Southpaw,180.34,187.96,155,34,31,0.0
Maia Stevenson,Polyana Viana,4.5,1.2272727272727273,0.21428571428571427,0.7857142857142857,2018-02-03,"Belem, Para, Brazil", Brazil,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,165.1,170.18,115,0,0,0,,,,,,0,0,0,0,0,Orthodox,162.56,157.48,115,35,25,0.0
Iuri Alcantara,Joe Soto,1.8333333333333335,2.0,0.5217391304347826,0.4782608695652174,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Bantamweight,MALE,3,1,0,0,33.8571,0.409,1.2857,0.5714,0.353,3,4,17,1,3,Orthodox,167.64,165.1,135,2,0,0,27.875,0.466,0.5,1.0,0.385,3,7,37,0,9,Southpaw,175.26,180.34,135,37,30,0.0
Deiveson Figueiredo,Joseph Morales,2.1,1.7692307692307692,0.4572564612326044,0.5427435387673957,2018-02-03,"Belem, Para, Brazil", Brazil,Red,False,Flyweight,MALE,3,0,1,0,12.0,0.54,1.0,0.0,0.0,1,0,1,0,1,Switch,167.64,175.26,125,0,1,0,19.0,0.39,5.0,1.0,0.25,1,0,3,0,1,Orthodox,165.1,172.72,125,30,23,0.0
Jacare Souza,Derek Brunson,2.2,1.7142857142857144,0.43795620437956206,0.562043795620438,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Middleweight,MALE,5,0,2,0,20.6667,0.475,0.25,1.0833,0.119,5,3,20,0,9,Southpaw,185.42,195.58,185,1,0,0,19.4444,0.506,0.7778,1.3333,0.392,5,2,16,0,7,Orthodox,185.42,182.88,185,38,34,0.0
Dennis Bermudez,Andre Fili,1.6666666666666665,2.3,0.5798319327731092,0.42016806722689076,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,38.0,0.358,0.1111,1.8889,0.522,1,4,21,0,5,Orthodox,180.34,187.96,145,2,0,0,47.2857,0.456,0.8571,2.7857,0.409,7,5,33,1,9,Orthodox,167.64,167.64,155,31,27,0.0
Jordan Rinaldi,Gregor Gillespie,5.25,1.1818181818181819,0.18374558303886926,0.8162544169611309,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,23.0,0.487,0.3333,3.0,0.307,3,0,6,0,3,Orthodox,170.18,180.34,155,0,1,0,12.0,0.405,1.0,1.0,0.14,1,1,4,0,1,Orthodox,177.8,182.88,145,30,31,0.0
Drew Dober,Frank Camacho,1.7142857142857144,2.2,0.562043795620438,0.43795620437956206,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,154.0,0.51,0.0,1.0,0.2,1,0,3,0,1,Orthodox,177.8,185.42,170,0,1,0,25.7778,0.341,0.1111,0.5556,0.039,2,5,17,0,4,Southpaw,172.72,177.8,155,29,28,0.0
Erik Koch,Bobby Green,2.55,1.5714285714285714,0.38128249566724437,0.6187175043327556,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Lightweight,MALE,3,4,0,0,55.875,0.465,0.125,0.625,0.229,4,4,20,0,4,Orthodox,177.8,180.34,155,1,0,0,17.75,0.373,0.75,0.25,0.063,2,4,16,0,4,Southpaw,177.8,180.34,155,29,31,0.0
Mirsad Bektic,Godofredo Pepey,1.1818181818181819,5.25,0.8162544169611309,0.18374558303886926,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,18.4,0.402,0.8,0.2,0.1,3,5,18,1,5,Orthodox,170.18,185.42,145,1,0,0,32.8,0.494,0.4,3.0,0.564,4,1,12,0,4,Orthodox,172.72,177.8,145,26,30,0.0
Katlyn Chookagian,Mara Romero Borella,1.526315789473684,2.65,0.6345305608065531,0.36546943919344677,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,3.0,0.6,1.0,1.0,1.0,1,0,1,0,1,Orthodox,167.64,175.26,125,0,1,0,57.3333,0.297,0.0,0.0,0.0,1,1,9,0,2,Orthodox,175.26,172.72,125,29,31,0.0
Randa Markos,Juliana Lima,1.6451612903225805,2.35,0.5882115462252725,0.4117884537747275,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,28.0,0.43,0.0,1.6667,0.385,2,3,17,0,3,Orthodox,165.1,165.1,115,1,0,0,41.4286,0.373,0.2857,1.4286,0.376,1,4,19,0,3,Orthodox,162.56,160.02,115,32,35,0.0
Justine Kish,Ji Yeon Kim,1.625,2.4,0.5962732919254659,0.40372670807453415,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,1,0,0,60.0,0.37,0.0,0.0,0.0,0,1,3,0,0,Orthodox,170.18,182.88,125,1,0,0,54.3333,0.517,0.3333,1.3333,0.433,2,1,9,0,2,Orthodox,165.1,162.56,125,29,28,0.0
Vinc Pichel,Joaquim Silva,2.1,1.7692307692307692,0.4572564612326044,0.5427435387673957,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,31.6667,0.443,0.3333,0.0,0.0,3,0,7,0,3,Orthodox,172.72,175.26,155,0,3,0,30.0,0.385,0.25,4.0,0.345,3,1,8,0,3,Orthodox,177.8,182.88,155,35,28,0.0
Niko Price,George Sullivan,1.273972602739726,4.05,0.7607101505210343,0.23928984947896564,2018-01-27,"Charlotte, North Carolina, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,42.2,0.488,0.6,1.0,0.328,2,2,12,0,3,Orthodox,182.88,185.42,170,1,0,0,16.0,0.333,0.5,0.25,0.063,1,2,6,0,2,Orthodox,182.88,193.04,170,28,36,0.0
Austin Arnett,Cory Sandhagen,2.7,1.5,0.35714285714285715,0.6428571428571429,2018-01-27,"Charlotte, North Carolina, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Switch,180.34,177.8,135,0,0,0,,,,,,0,0,0,0,0,Orthodox,182.88,182.88,145,26,25,0.0
Stipe Miocic,Francis Ngannou,2.5,1.5882352941176472,0.38848920863309355,0.6115107913669064,2018-01-20,"Boston, Massachusetts, USA", USA,Red,True,Heavyweight,MALE,5,0,6,0,14.0,0.567,0.1667,0.0,0.0,6,0,8,0,6,Orthodox,193.04,210.82,250,0,5,0,48.1538,0.523,0.0,1.3077,0.371,5,2,29,3,11,Orthodox,193.04,203.2,240,35,31,0.0
Daniel Cormier,Volkan Oezdemir,1.289855072463768,3.85,0.7490483575355985,0.2509516424644015,2018-01-20,"Boston, Massachusetts, USA", USA,Red,True,Light Heavyweight,MALE,5,0,3,0,33.0,0.597,0.0,0.0,0.0,3,0,5,0,3,Orthodox,187.96,190.5,205,1,0,0,54.9,0.54,0.6,1.5,0.379,4,2,31,5,8,Orthodox,180.34,182.88,235,38,28,0.0
Calvin Kattar,Shane Burgos,2.9,1.434782608695652,0.33099297893681046,0.6690070210631895,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,0,3,0,84.0,0.45,0.0,0.6667,0.667,3,0,9,0,3,Orthodox,180.34,190.5,145,0,1,0,75.0,0.46,0.0,2.0,0.66,1,0,3,0,1,Orthodox,180.34,182.88,145,29,26,0.0
Gian Villante,Francimar Barroso,1.6451612903225805,2.35,0.5882115462252725,0.4117884537747275,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,30.5,0.448,0.0,2.125,0.234,2,4,21,0,4,Orthodox,185.42,190.5,205,2,0,0,47.9091,0.457,0.0,0.4545,0.205,2,6,28,0,5,Orthodox,190.5,193.04,205,32,37,0.0
Thomas Almeida,Rob Font,1.6896551724137931,2.25,0.5711159737417943,0.42888402625820565,2018-01-20,"Boston, Massachusetts, USA", USA,Blue,False,Bantamweight,MALE,3,1,0,0,38.3333,0.507,0.6667,0.6667,0.283,2,2,10,0,4,Orthodox,172.72,180.34,135,1,0,0,46.0,0.459,0.0,0.0,0.0,4,2,13,0,5,Southpaw,170.18,177.8,135,26,30,0.0
Kyle Bochniak,Brandon Davis,2.2,1.7142857142857144,0.43795620437956206,0.562043795620438,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,182.88,135,1,0,0,38.6667,0.37,0.0,0.6667,0.177,1,2,9,0,1,Orthodox,170.18,177.8,145,30,27,0.0
Sabah Homasi,Abdul Razak Alhassan,2.6799999999999997,1.5128205128205128,0.36081213307240706,0.639187866927593,2018-01-20,"Boston, Massachusetts, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,27.3333,0.47,0.0,0.3333,0.11,1,1,5,0,2,Orthodox,177.8,185.42,170,2,0,0,36.0,0.53,0.0,1.0,0.5,0,2,3,0,0,Orthodox,182.88,182.88,170,29,32,0.0
Dustin Ortiz,Alexandre Pantoja,1.7407407407407407,2.15,0.552594002855783,0.447405997144217,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Flyweight,MALE,3,0,2,0,78.0,0.445,1.5,1.0,0.665,2,0,6,0,2,Orthodox,165.1,170.18,125,0,1,0,38.1818,0.471,0.0909,2.2727,0.279,2,5,30,0,6,Orthodox,165.1,165.1,125,29,27,0.0
Dan Ige,Julio Arce,2.2,1.7142857142857144,0.43795620437956206,0.562043795620438,2018-01-20,"Boston, Massachusetts, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Southpaw,170.18,177.8,145,0,0,0,,,,,,0,0,0,0,0,Orthodox,170.18,180.34,145,26,28,0.0
Matt Bessette,Enrique Barzola,3.45,1.3448275862068966,0.28047464940668826,0.7195253505933118,2018-01-20,"Boston, Massachusetts, USA", USA,Blue,False,Featherweight,MALE,3,0,2,0,52.75,0.433,0.25,5.5,0.46,2,1,12,1,3,Switch,170.18,177.8,145,0,0,0,,,,,,0,0,0,0,0,Orthodox,177.8,177.8,145,33,28,0.0
Islam Makhachev,Gleison Tibau,1.3448275862068966,3.45,0.7195253505933118,0.28047464940668826,2018-01-20,"Boston, Massachusetts, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,21.9615,0.356,0.6538,3.2308,0.516,3,10,63,0,16,Southpaw,177.8,180.34,155,0,2,0,22.75,0.568,0.75,3.0,0.65,2,1,9,0,3,Orthodox,177.8,177.8,155,26,34,0.0
Jeremy Stephens,Dooho Choi,2.45,1.606060606060606,0.39596563317146055,0.6040343668285393,2018-01-14,"St. Louis, Missouri, USA", USA,Red,False,Featherweight,MALE,5,1,0,0,27.25,0.6,0.0,0.25,0.05,3,1,6,0,3,Orthodox,177.8,177.8,145,0,1,0,38.1923,0.445,0.3846,1.0385,0.272,3,13,71,0,13,Orthodox,172.72,180.34,145,31,26,0.0
Paige VanZant,Jessica-Rose Clark,1.8333333333333335,2.0,0.5217391304347826,0.4782608695652174,2018-01-14,"St. Louis, Missouri, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,101.0,0.58,1.0,2.0,0.66,1,0,3,0,1,Orthodox,165.1,162.56,125,1,0,0,40.1667,0.473,0.6667,1.3333,0.22,3,2,17,0,4,Orthodox,162.56,165.1,115,23,30,0.0
Kamaru Usman,Emil Meek,1.1333333333333333,6.25,0.8465011286681716,0.15349887133182846,2018-01-14,"St. Louis, Missouri, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,50.0,0.37,1.0,1.0,0.5,1,0,3,0,1,Switch,180.34,187.96,170,0,6,0,46.8333,0.517,0.3333,3.3333,0.418,6,0,15,1,6,Switch,182.88,193.04,170,30,29,0.0
Darren Elkins,Michael Johnson,2.75,1.4761904761904763,0.34929577464788736,0.6507042253521127,2018-01-14,"St. Louis, Missouri, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,45.5294,0.346,0.0588,0.4706,0.328,4,8,42,1,9,Southpaw,177.8,185.42,145,0,5,0,37.0,0.331,1.1765,2.1765,0.349,5,4,43,0,13,Orthodox,177.8,180.34,145,33,31,0.0
James Krause,Alex White,1.5555555555555556,2.58,0.6238581407845244,0.3761418592154755,2018-01-14,"St. Louis, Missouri, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,44.3333,0.428,0.1667,0.6667,0.125,1,3,15,0,3,Southpaw,182.88,180.34,155,0,3,0,56.0,0.466,0.5,0.5,0.205,3,3,18,0,5,Orthodox,187.96,185.42,170,31,29,0.0
Matt Frevola,Polo Reyes,1.5,2.85,0.6551724137931034,0.3448275862068965,2018-01-14,"St. Louis, Missouri, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,52.75,0.363,0.0,0.0,0.0,3,1,8,0,3,Orthodox,180.34,180.34,155,0,0,0,,,,,,0,0,0,0,0,Orthodox,175.26,180.34,155,27,33,0.0
Talita Bernardo,Irene Aldana,2.15,1.7407407407407407,0.447405997144217,0.552594002855783,2018-01-14,"St. Louis, Missouri, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,2,0,0,96.0,0.395,0.0,0.5,0.5,0,2,6,0,0,Orthodox,175.26,172.72,135,1,0,0,22.0,0.25,1.0,3.0,0.42,0,1,3,0,0,Orthodox,162.56,172.72,135,30,29,0.0
Kyung Ho Kang,Guido Cannetti,1.3448275862068966,3.45,0.7195253505933118,0.28047464940668826,2018-01-14,"St. Louis, Missouri, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,33.5,0.545,0.0,2.5,0.535,1,1,5,0,1,Southpaw,167.64,172.72,135,0,2,0,30.0,0.405,1.5,2.5,0.638,2,2,12,0,2,Orthodox,175.26,185.42,135,30,38,0.0
Kalindra Faria,Jessica Eye,2.15,1.7407407407407407,0.447405997144217,0.552594002855783,2018-01-14,"St. Louis, Missouri, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,4,0,0,48.5714,0.396,0.1429,0.1429,0.143,1,6,20,0,1,Orthodox,167.64,167.64,125,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,Switch,170.18,157.0,125,31,31,0.0
Danielle Taylor,JJ Aldrich,2.1,1.7692307692307692,0.4572564612326044,0.5427435387673957,2018-01-14,"St. Louis, Missouri, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,64.5,0.39,0.0,0.0,0.0,1,1,6,0,1,Southpaw,165.1,170.18,125,0,2,0,44.6667,0.277,0.0,0.3333,0.333,2,1,9,0,2,Orthodox,152.4,152.4,115,28,25,0.0
Mads Burnell,Mike Santiago,2.65,1.526315789473684,0.36546943919344677,0.6345305608065531,2018-01-14,"St. Louis, Missouri, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,24.0,0.35,0.0,2.0,0.28,0,1,2,0,0,Orthodox,177.8,175.26,145,1,0,0,10.0,0.33,0.0,0.0,0.0,0,1,3,0,0,Orthodox,172.72,175.26,145,23,28,0.0
Cris Cyborg,Holly Holm,1.3076923076923077,3.65,0.7362296353762606,0.2637703646237393,2017-12-30,"Las Vegas, Nevada, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,1,0,51.7143,0.403,0.0,0.2857,0.286,3,3,26,3,4,Southpaw,172.72,175.26,145,0,3,0,61.3333,0.607,0.0,0.6667,0.333,3,0,6,1,3,Orthodox,172.72,172.72,145,32,36,0.0
Khabib Nurmagomedov,Edson Barboza,1.2439024390243902,4.3,0.7756269247690277,0.22437307523097227,2017-12-30,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,41.5882,0.448,0.0588,0.4118,0.215,4,4,40,0,13,Orthodox,180.34,190.5,155,0,8,0,45.5,0.514,0.5,4.875,0.38,8,0,21,0,8,Orthodox,177.8,177.8,155,29,31,0.0
Dan Hooker,Marc Diakiese,2.65,1.526315789473684,0.36546943919344677,0.6345305608065531,2017-12-30,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,21.0,0.507,0.0,2.3333,0.487,3,0,6,0,3,Orthodox,177.8,185.42,155,0,1,0,38.8571,0.45,0.1429,0.1429,0.047,1,3,15,0,4,Switch,182.88,190.5,155,27,24,0.0
Cynthia Calvillo,Carla Esparza,1.4545454545454546,2.8,0.6581196581196581,0.3418803418803419,2017-12-30,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,26.5,0.385,0.5,3.75,0.468,1,2,11,2,2,Orthodox,154.94,160.02,115,0,3,0,39.0,0.423,2.6667,1.3333,0.8,3,0,7,0,3,Orthodox,162.56,162.56,115,30,30,0.0
Carlos Condit,Neil Magny,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2017-12-30,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,46.1765,0.433,0.2941,2.0588,0.45,7,5,44,0,12,Orthodox,190.5,203.2,170,2,0,0,58.6154,0.362,0.6923,0.4615,0.147,5,6,38,3,7,Orthodox,187.96,190.5,170,33,30,0.0
Myles Jury,Rick Glenn,1.5714285714285714,2.55,0.6187175043327556,0.38128249566724437,2017-12-30,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,84.0,0.47,0.3333,1.3333,0.19,2,1,9,0,2,Southpaw,182.88,177.8,145,0,1,0,23.0,0.366,0.2222,1.5556,0.478,6,2,18,0,7,Orthodox,177.8,185.42,145,29,28,0.0
Louis Smolka,Matheus Nicolau,2.7,1.5,0.35714285714285715,0.6428571428571429,2017-12-30,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,43.5,0.535,1.5,1.5,0.375,2,0,6,0,2,Orthodox,167.64,167.64,125,3,0,0,47.0,0.481,2.0,1.4444,0.328,4,4,23,0,5,Orthodox,175.26,172.72,135,26,24,0.0
Tim Elliott,Mark De La Rosa,1.526315789473684,2.65,0.6345305608065531,0.36546943919344677,2017-12-30,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,Orthodox,167.64,165.1,135,1,0,0,46.6667,0.472,1.1111,3.8889,0.594,2,6,25,1,3,Southpaw,170.18,167.64,135,31,23,0.0
Robbie Lawler,Rafael Dos Anjos,2.05,1.8,0.4675324675324675,0.5324675324675325,2017-12-16,"Winnipeg, Manitoba, Canada", Canada,Blue,False,Welterweight,MALE,5,0,2,0,39.4348,0.44,0.6087,1.7391,0.301,5,7,59,3,16,Southpaw,172.72,177.8,170,0,1,0,49.8889,0.461,0.0,0.8889,0.361,5,5,52,5,13,Southpaw,180.34,187.96,170,35,33,0.0
Ricardo Lamas,Josh Emmett,1.3448275862068966,3.45,0.7195253505933118,0.28047464940668826,2017-12-16,"Winnipeg, Manitoba, Canada", Canada,Blue,False,Featherweight,MALE,3,0,1,0,62.25,0.37,0.25,2.25,0.29,2,1,12,0,3,Orthodox,167.64,177.8,145,0,2,0,30.25,0.468,0.6667,1.0833,0.327,4,3,27,1,9,Orthodox,172.72,180.34,145,35,32,0.0
Santiago Ponzinibbio,Mike Perry,1.6451612903225805,2.35,0.5882115462252725,0.4117884537747275,2017-12-16,"Winnipeg, Manitoba, Canada", Canada,Red,False,Welterweight,MALE,3,0,2,0,39.0,0.506,0.0,0.0,0.0,2,1,10,0,4,Orthodox,177.8,180.34,170,0,5,0,35.7778,0.42,0.0,0.1111,0.037,5,2,18,0,7,Orthodox,182.88,185.42,170,31,26,0.0
Glover Teixeira,Misha Cirkunov,2.25,1.6896551724137931,0.42888402625820565,0.5711159737417943,2017-12-16,"Winnipeg, Manitoba, Canada", Canada,Red,False,Light Heavyweight,MALE,3,1,0,0,23.4,0.538,0.6,1.8,0.448,4,1,8,0,4,Orthodox,190.5,195.58,205,1,0,0,34.4615,0.441,0.3846,1.4615,0.346,5,4,31,1,9,Orthodox,187.96,193.04,205,38,30,0.0
Jared Cannonier,Jan Blachowicz,1.526315789473684,2.65,0.6345305608065531,0.36546943919344677,2017-12-16,"Winnipeg, Manitoba, Canada", Canada,Blue,False,Light Heavyweight,MALE,3,0,1,0,41.2857,0.536,0.2857,1.0,0.5,1,4,18,0,3,Orthodox,187.96,198.12,205,0,1,0,40.2,0.584,0.0,0.2,0.2,2,2,11,0,3,Switch,180.34,195.58,185,33,34,0.0
Julian Marquez,Darren Stewart,1.2941176470588236,3.8,0.745958429561201,0.2540415704387991,2017-12-16,"Winnipeg, Manitoba, Canada", Canada,Red,False,Middleweight,MALE,3,3,0,0,14.6667,0.473,0.0,0.6667,0.233,0,3,5,0,0,Orthodox,182.88,187.96,185,0,0,0,,,,,,0,0,0,0,0,Orthodox,187.96,190.5,185,27,26,0.0
